residence_panel,industry_bucket,industry_segment,employer,education,n
Lives outside BS,unknown,unknown,DDR&D (MAFAT),unknown,2
South,unknown,unknown,DHL Express - Israel,unknown,1
Lives outside BS,unknown,unknown,DHL Express - Israel,unknown,2
South,unknown,unknown,DOKKA,unknown,1
Lives outside BS,unknown,unknown,DOKKA,unknown,2
South,high_tech,other_high_tech,DR Utilight Ltd,unknown,1
Lives outside BS,high_tech,other_high_tech,DR Utilight Ltd,unknown,2
South,unknown,unknown,DSG.AI,unknown,1
Lives outside BS,unknown,unknown,DSG.AI,unknown,2
South,unknown,unknown,DXC Technology,unknown,1
Lives outside BS,unknown,unknown,DXC Technology,unknown,2
South,unknown,unknown,Daisy,unknown,1
Lives outside BS,unknown,unknown,Daisy,unknown,2
South,unknown,unknown,Dalia Energy,unknown,1
Lives outside BS,unknown,unknown,Dalia Energy,unknown,2
South,unknown,unknown,Danel Group קבוצת דנאל,unknown,1
Lives outside BS,unknown,unknown,Danel Group קבוצת דנאל,unknown,2
South,unknown,unknown,Danziger,unknown,1
Lives outside BS,unknown,unknown,Danziger,unknown,2
South,unknown,unknown,Darca Schools,unknown,1
Lives outside BS,unknown,unknown,Darca Schools,unknown,2
South,unknown,unknown,DarioHealth,unknown,1
Lives outside BS,unknown,unknown,DarioHealth,unknown,2
South,unknown,unknown,Darrow AI,unknown,1
Lives outside BS,unknown,unknown,Darrow AI,unknown,2
South,unknown,unknown,Dassault Systemes,unknown,1
Lives outside BS,unknown,unknown,Dassault Systemes,unknown,2
South,unknown,unknown,Data Science Group,unknown,1
Lives outside BS,unknown,unknown,Data Science Group,unknown,2
South,unknown,unknown,Datadog,unknown,1
Lives outside BS,unknown,unknown,Datadog,unknown,2
South,unknown,unknown,Datafy.io,unknown,1
Lives outside BS,unknown,unknown,Datafy.io,unknown,2
South,unknown,unknown,Datos Health,unknown,1
Lives outside BS,unknown,unknown,Datos Health,unknown,2
South,high_tech,other_high_tech,David Engineers Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,David Engineers Ltd.,unknown,2
South,unknown,unknown,Dayforce,unknown,1
Lives outside BS,unknown,unknown,Dayforce,unknown,2
South,high_tech,other_high_tech,Dead Sea Works,unknown,1
Lives outside BS,high_tech,other_high_tech,Dead Sea Works,unknown,2
South,unknown,unknown,DealHub.io,unknown,1
Lives outside BS,unknown,unknown,DealHub.io,unknown,2
South,unknown,unknown,DeepKeep,unknown,1
Lives outside BS,unknown,unknown,DeepKeep,unknown,2
South,unknown,unknown,Defence industry,unknown,1
Lives outside BS,unknown,unknown,Defence industry,unknown,2
South,unknown,unknown,Delek,unknown,1
Lives outside BS,unknown,unknown,Delek,unknown,2
South,unknown,unknown,Deloitte Israel,unknown,1
Lives outside BS,unknown,unknown,Deloitte Israel,unknown,2
South,unknown,unknown,Delta Israel Brands Ltd.,unknown,1
Lives outside BS,unknown,unknown,Delta Israel Brands Ltd.,unknown,2
South,unknown,unknown,Dialog Consulting for Human Resources,unknown,1
Lives outside BS,unknown,unknown,Dialog Consulting for Human Resources,unknown,2
South,unknown,finance,Discount Bank בנק דיסקונט,industrial_engineering,1
Lives outside BS,unknown,finance,Discount Bank בנק דיסקונט,industrial_engineering,2
South,unknown,unknown,DoiT International,unknown,1
Lives outside BS,unknown,unknown,DoiT International,unknown,2
South,healthcare,healthcare_provider,Dover Medical & Scientific Equipment Ltd.,unknown,1
Lives outside BS,healthcare,healthcare_provider,Dover Medical & Scientific Equipment Ltd.,unknown,2
South,unknown,unknown,DraftKings Inc.,unknown,1
Lives outside BS,unknown,unknown,DraftKings Inc.,unknown,2
South,unknown,unknown,DreaMed,unknown,1
Lives outside BS,unknown,unknown,DreaMed,unknown,2
South,high_tech,software_it_services,DriveNets,unknown,1
Lives outside BS,high_tech,software_it_services,DriveNets,unknown,2
South,unknown,unknown,DriveU.auto,unknown,1
Lives outside BS,unknown,unknown,DriveU.auto,unknown,2
South,high_tech,other_high_tech,DustPhotonics,unknown,1
Lives outside BS,high_tech,other_high_tech,DustPhotonics,unknown,2
South,unknown,unknown,DustPhotonics,unknown,1
Lives outside BS,unknown,unknown,DustPhotonics,unknown,2
South,unknown,unknown,Duve,unknown,1
Lives outside BS,unknown,unknown,Duve,unknown,2
South,unknown,unknown,Dynamica Design LTD,unknown,1
Lives outside BS,unknown,unknown,Dynamica Design LTD,unknown,2
South,unknown,unknown,Dynatrace,unknown,1
Lives outside BS,unknown,unknown,Dynatrace,unknown,2
South,unknown,unknown,"EBN & CO - Erdinast, Ben Nathan, Toledano & Co. With Hamburger Evron",unknown,1
Lives outside BS,unknown,unknown,"EBN & CO - Erdinast, Ben Nathan, Toledano & Co. With Hamburger Evron",unknown,2
South,unknown,unknown,EIT Hub Israel,unknown,1
Lives outside BS,unknown,unknown,EIT Hub Israel,unknown,2
South,unknown,unknown,EL AL,unknown,1
Lives outside BS,unknown,unknown,EL AL,unknown,2
South,unknown,unknown,ELAL,unknown,1
Lives outside BS,unknown,unknown,ELAL,unknown,2
South,high_tech,defense_aerospace,ELTA Systems Ltd,business_administration,1
Lives outside BS,high_tech,defense_aerospace,ELTA Systems Ltd,business_administration,2
South,high_tech,defense_aerospace,ELTA Systems Ltd,industrial_engineering,1
Lives outside BS,high_tech,defense_aerospace,ELTA Systems Ltd,industrial_engineering,2
South,unknown,unknown,EX.CO,unknown,1
Lives outside BS,unknown,unknown,EX.CO,unknown,2
South,unknown,unknown,EY,economics,1
Lives outside BS,unknown,unknown,EY,economics,2
South,unknown,unknown,Educational psychology service,psychology,1
Lives outside BS,unknown,unknown,Educational psychology service,psychology,2
South,unknown,unknown,Efficient Frontier,unknown,1
Lives outside BS,unknown,unknown,Efficient Frontier,unknown,2
South,unknown,unknown,Eilat Municipality (עיריית אילת),unknown,1
Lives outside BS,unknown,unknown,Eilat Municipality (עיריית אילת),unknown,2
South,healthcare,healthcare_provider,Eitan Medical,unknown,1
Lives outside BS,healthcare,healthcare_provider,Eitan Medical,unknown,2
South,high_tech,other_high_tech,Eitan Medical,unknown,1
Lives outside BS,high_tech,other_high_tech,Eitan Medical,unknown,2
South,unknown,unknown,Elbatech Technologies,unknown,1
Lives outside BS,unknown,unknown,Elbatech Technologies,unknown,2
South,high_tech,defense_aerospace,Elbit systems,unknown,1
Lives outside BS,high_tech,defense_aerospace,Elbit systems,unknown,2
South,healthcare,healthcare_provider,Eli Lilly and Company,unknown,1
Lives outside BS,healthcare,healthcare_provider,Eli Lilly and Company,unknown,2
South,high_tech,other_high_tech,Elipse Engineering,unknown,1
Lives outside BS,high_tech,other_high_tech,Elipse Engineering,unknown,2
South,unknown,unknown,Elipse Engineering,unknown,1
Lives outside BS,unknown,unknown,Elipse Engineering,unknown,2
South,unknown,unknown,Elsight,unknown,1
Lives outside BS,unknown,unknown,Elsight,unknown,2
South,high_tech,software_it_services,Emalogic Software,unknown,1
Lives outside BS,high_tech,software_it_services,Emalogic Software,unknown,2
South,unknown,unknown,Emendo Biotherapeutics,unknown,1
Lives outside BS,unknown,unknown,Emendo Biotherapeutics,unknown,2
South,unknown,unknown,Emerson,unknown,1
Lives outside BS,unknown,unknown,Emerson,unknown,2
South,unknown,unknown,EndoCure Ltd.,unknown,1
Lives outside BS,unknown,unknown,EndoCure Ltd.,unknown,2
South,unknown,unknown,Energean,unknown,1
Lives outside BS,unknown,unknown,Energean,unknown,2
South,unknown,unknown,Epstein ניהול פרויקטים,unknown,1
Lives outside BS,unknown,unknown,Epstein ניהול פרויקטים,unknown,2
South,unknown,unknown,Ericsson,unknown,1
Lives outside BS,unknown,unknown,Ericsson,unknown,2
South,unknown,unknown,EssilorLuxottica,unknown,1
Lives outside BS,unknown,unknown,EssilorLuxottica,unknown,2
South,unknown,unknown,Evinced,unknown,1
Lives outside BS,unknown,unknown,Evinced,unknown,2
South,high_tech,software_it_services,F5,unknown,1
Lives outside BS,high_tech,software_it_services,F5,unknown,2
South,unknown,unknown,FBC Technologies by ONE,unknown,1
Lives outside BS,unknown,unknown,FBC Technologies by ONE,unknown,2
South,unknown,unknown,Fairgen,unknown,1
Lives outside BS,unknown,unknown,Fairgen,unknown,2
South,unknown,unknown,Fattal Hotel Chain,unknown,1
Lives outside BS,unknown,unknown,Fattal Hotel Chain,unknown,2
South,unknown,unknown,Fertilizer Research Ltd.,unknown,1
Lives outside BS,unknown,unknown,Fertilizer Research Ltd.,unknown,2
South,unknown,unknown,Fido,unknown,1
Lives outside BS,unknown,unknown,Fido,unknown,2
South,unknown,unknown,Folloze,unknown,1
Lives outside BS,unknown,unknown,Folloze,unknown,2
South,unknown,unknown,FoodTech Nation,unknown,1
Lives outside BS,unknown,unknown,FoodTech Nation,unknown,2
South,high_tech,other_high_tech,ForSight Robotics,unknown,1
Lives outside BS,high_tech,other_high_tech,ForSight Robotics,unknown,2
South,healthcare,healthcare_provider,Fortrea,unknown,1
Lives outside BS,healthcare,healthcare_provider,Fortrea,unknown,2
South,unknown,unknown,Fox Group,unknown,1
Lives outside BS,unknown,unknown,Fox Group,unknown,2
South,self_employed,other,Freelance,behavioral_sciences,1
Lives outside BS,self_employed,other,Freelance,behavioral_sciences,2
South,self_employed,software_it_services,Freelance,unknown,1
Lives outside BS,self_employed,software_it_services,Freelance,unknown,2
South,unknown,unknown,Freelance | Self-Employed,unknown,1
Lives outside BS,unknown,unknown,Freelance | Self-Employed,unknown,2
South,unknown,unknown,FreezeM,unknown,1
Lives outside BS,unknown,unknown,FreezeM,unknown,2
South,unknown,unknown,Froneri,unknown,1
Lives outside BS,unknown,unknown,Froneri,unknown,2
South,high_tech,software_it_services,FundGuard,unknown,1
Lives outside BS,high_tech,software_it_services,FundGuard,unknown,2
South,unknown,unknown,GAV Systems Group,unknown,1
Lives outside BS,unknown,unknown,GAV Systems Group,unknown,2
South,unknown,unknown,GE Power,unknown,1
Lives outside BS,unknown,unknown,GE Power,unknown,2
South,unknown,unknown,GK8 by Galaxy,unknown,1
Lives outside BS,unknown,unknown,GK8 by Galaxy,unknown,2
South,unknown,unknown,GOI,unknown,1
Lives outside BS,unknown,unknown,GOI,unknown,2
South,high_tech,other_high_tech,GTH Software,unknown,1
Lives outside BS,high_tech,other_high_tech,GTH Software,unknown,2
South,unknown,unknown,Gable,unknown,1
Lives outside BS,unknown,unknown,Gable,unknown,2
South,unknown,unknown,Galil Engineering,unknown,1
Lives outside BS,unknown,unknown,Galil Engineering,unknown,2
South,unknown,unknown,Gan Shmuel Group,unknown,1
Lives outside BS,unknown,unknown,Gan Shmuel Group,unknown,2
South,unknown,unknown,Gav-Yam,unknown,1
Lives outside BS,unknown,unknown,Gav-Yam,unknown,2
South,unknown,unknown,Geha Mental Health Center,unknown,1
Lives outside BS,unknown,unknown,Geha Mental Health Center,unknown,2
South,unknown,unknown,General Motors,computer_science,1
Lives outside BS,unknown,unknown,General Motors,computer_science,2
South,unknown,unknown,Genpact,unknown,1
Lives outside BS,unknown,unknown,Genpact,unknown,2
South,unknown,unknown,Getter Group,unknown,1
Lives outside BS,unknown,unknown,Getter Group,unknown,2
South,unknown,unknown,GigaSpaces Technologies,unknown,1
Lives outside BS,unknown,unknown,GigaSpaces Technologies,unknown,2
South,high_tech,other_high_tech,Gilat Satellite Networks,unknown,1
Lives outside BS,high_tech,other_high_tech,Gilat Satellite Networks,unknown,2
South,high_tech,software_it_services,Gong,unknown,1
Lives outside BS,high_tech,software_it_services,Gong,unknown,2
South,unknown,unknown,GreenOnyx,unknown,1
Lives outside BS,unknown,unknown,GreenOnyx,unknown,2
South,unknown,unknown,GreenVibe Technologies LTD,unknown,1
Lives outside BS,unknown,unknown,GreenVibe Technologies LTD,unknown,2
South,high_tech,software_it_services,Guardz,unknown,1
Lives outside BS,high_tech,software_it_services,Guardz,unknown,2
South,unknown,unknown,Guidde,unknown,1
Lives outside BS,unknown,unknown,Guidde,unknown,2
South,unknown,unknown,HAMAT,unknown,1
Lives outside BS,unknown,unknown,HAMAT,unknown,2
South,unknown,unknown,HBI BIOTECH SCIENCES,unknown,1
Lives outside BS,unknown,unknown,HBI BIOTECH SCIENCES,unknown,2
South,unknown,unknown,HCT - HADAROM CONTAINER TERMINAL,unknown,1
Lives outside BS,unknown,unknown,HCT - HADAROM CONTAINER TERMINAL,unknown,2
South,unknown,unknown,HMS - Halperin Consulting Group,unknown,1
Lives outside BS,unknown,unknown,HMS - Halperin Consulting Group,unknown,2
South,high_tech,other_high_tech,HP,stem,1
Lives outside BS,high_tech,other_high_tech,HP,stem,2
South,unknown,unknown,Hachshara Insurance Company LTD.,unknown,1
Lives outside BS,unknown,unknown,Hachshara Insurance Company LTD.,unknown,2
South,unknown,unknown,Harmoniz - The Art of Seed Innovation,unknown,1
Lives outside BS,unknown,unknown,Harmoniz - The Art of Seed Innovation,unknown,2
South,unknown,unknown,Harvard Medical School,unknown,1
Lives outside BS,unknown,unknown,Harvard Medical School,unknown,2
South,unknown,unknown,Hazera Genetics,unknown,1
Lives outside BS,unknown,unknown,Hazera Genetics,unknown,2
South,unknown,unknown,Healthee,unknown,1
Lives outside BS,unknown,unknown,Healthee,unknown,2
South,unknown,unknown,Henkel,unknown,1
Lives outside BS,unknown,unknown,Henkel,unknown,2
South,unknown,unknown,Herzog College,unknown,1
Lives outside BS,unknown,unknown,Herzog College,unknown,2
South,high_tech,other_high_tech,Hewlett-Packard,unknown,1
Lives outside BS,high_tech,other_high_tech,Hewlett-Packard,unknown,2
South,high_tech,other_high_tech,HiBob,unknown,1
Lives outside BS,high_tech,other_high_tech,HiBob,unknown,2
South,unknown,unknown,Hibob,unknown,1
Lives outside BS,unknown,unknown,Hibob,unknown,2
South,unknown,unknown,High Q,unknown,1
Lives outside BS,unknown,unknown,High Q,unknown,2
South,unknown,unknown,Highcon,unknown,1
Lives outside BS,unknown,unknown,Highcon,unknown,2
South,unknown,unknown,Hilton,unknown,1
Lives outside BS,unknown,unknown,Hilton,unknown,2
South,unknown,unknown,Hod Hasharon Municipality,unknown,1
Lives outside BS,unknown,unknown,Hod Hasharon Municipality,unknown,2
South,unknown,unknown,HoloOr,unknown,1
Lives outside BS,unknown,unknown,HoloOr,unknown,2
South,unknown,unknown,Holon Municipality,unknown,1
Lives outside BS,unknown,unknown,Holon Municipality,unknown,2
South,unknown,unknown,Homez,unknown,1
Lives outside BS,unknown,unknown,Homez,unknown,2
South,unknown,unknown,Human Xtensions,unknown,1
Lives outside BS,unknown,unknown,Human Xtensions,unknown,2
South,unknown,unknown,Hybrid Bridge Holdings (HBH),unknown,1
Lives outside BS,unknown,unknown,Hybrid Bridge Holdings (HBH),unknown,2
South,unknown,unknown,Hyp,unknown,1
Lives outside BS,unknown,unknown,Hyp,unknown,2
South,unknown,unknown,Hypernative,unknown,1
Lives outside BS,unknown,unknown,Hypernative,unknown,2
South,high_tech,other_high_tech,I Shani Engineers,unknown,1
Lives outside BS,high_tech,other_high_tech,I Shani Engineers,unknown,2
South,unknown,unknown,IAF,unknown,1
Lives outside BS,unknown,unknown,IAF,unknown,2
South,high_tech,defense_aerospace,IAI - Israel Aerospace Industries,electrical_engineering,1
Lives outside BS,high_tech,defense_aerospace,IAI - Israel Aerospace Industries,electrical_engineering,2
South,unknown,unknown,IAI התעשייה האווירית לישראל,unknown,1
Lives outside BS,unknown,unknown,IAI התעשייה האווירית לישראל,unknown,2
South,unknown,unknown,IBI CAPITAL LTD,unknown,1
Lives outside BS,unknown,unknown,IBI CAPITAL LTD,unknown,2
South,high_tech,other_high_tech,IBM,unknown,1
Lives outside BS,high_tech,other_high_tech,IBM,unknown,2
South,unknown,unknown,ICL Group,economics,1
Lives outside BS,unknown,unknown,ICL Group,economics,2
South,unknown,unknown,ICL Group,stem,1
Lives outside BS,unknown,unknown,ICL Group,stem,2
South,unknown,unknown,ICL INDUSTRIAL PRODUCTS,unknown,1
Lives outside BS,unknown,unknown,ICL INDUSTRIAL PRODUCTS,unknown,2
South,unknown,unknown,ICL-IP,unknown,1
Lives outside BS,unknown,unknown,ICL-IP,unknown,2
South,healthcare,healthcare_provider,ICON Strategic Solutions,unknown,1
Lives outside BS,healthcare,healthcare_provider,ICON Strategic Solutions,unknown,2
South,unknown,unknown,IDC Herzliya,unknown,1
Lives outside BS,unknown,unknown,IDC Herzliya,unknown,2
South,unknown,unknown,INNOVENTRIC,unknown,1
Lives outside BS,unknown,unknown,INNOVENTRIC,unknown,2
South,unknown,unknown,INUITIVE,unknown,1
Lives outside BS,unknown,unknown,INUITIVE,unknown,2
South,unknown,unknown,"IQC, Institute for Quality & Control",unknown,1
Lives outside BS,unknown,unknown,"IQC, Institute for Quality & Control",unknown,2
South,high_tech,other_high_tech,IRP Systems,unknown,1
Lives outside BS,high_tech,other_high_tech,IRP Systems,unknown,2
South,unknown,unknown,IWI,unknown,1
Lives outside BS,unknown,unknown,IWI,unknown,2
South,unknown,unknown,Ibex Medical Analytics,unknown,1
Lives outside BS,unknown,unknown,Ibex Medical Analytics,unknown,2
South,healthcare,healthcare_provider,Ichilov Hospital,medicine,1
Lives outside BS,healthcare,healthcare_provider,Ichilov Hospital,medicine,2
South,unknown,unknown,Iguazio (Acquired by McKinsey),unknown,1
Lives outside BS,unknown,unknown,Iguazio (Acquired by McKinsey),unknown,2
South,unknown,unknown,Imco Industries Ltd.,unknown,1
Lives outside BS,unknown,unknown,Imco Industries Ltd.,unknown,2
